gene	pLI	LOEUF
OR51V1	6.0221e-06	1.4
OR52A1	1.9581e-05	1.474
OR52A5	1.658e-05	1.271
OR52B2	4.1862e-08	1.708
OR52B4	0.30241	1.883
OR52B6	0.071696	1.901
OR52D1	0.016761	1.866
OR52E4	0.00085488	1.955
OR52E6	0.29275	1.892
OR52E8	0.29275	1.892
OR52H1	0.054291	1.931
OR52I1	0.11077	1.939
OR52K1	3.1646e-06	1.77
OR52K2	0.00032338	1.417
OR52L1	2.0412e-05	1.345
OR52M1	4.7049e-06	1.922
OR52N1	0.002373	1.334
OR52N4	9.0407e-06	1.462
OR52N5	0.38974	0.879
OR52R1	0.59298	0.991
OR52W1	0.013499	1.725
OR56A3	6.0079e-10	1.742
OR56A4	0.0083854	1.112
OR56A5	0.00178	1.249
OR56B1	7.0842e-06	1.644
OR56B4	0.12575	1.927
OR5A1	0.00010095	1.151
OR5A2	0.30843	1.877
OR5AC2	0.29296	1.892
OR5AN1	0.31366	1.872
OR5AP2	0.81199	0.672
OR5AR1	4.614e-07	1.771
OR5AU1	0.083573	1.876
OR5B21	0.40805	1.723
OR5C1	0.041257	1.95
OR5D14	0.12331	1.929
OR5D18	0.32949	1.853
OR5H1	0.31348	1.872
OR5H6	0.29275	1.892
OR5I1	0.11077	1.939
OR5J2	0.11766	1.232
OR5K1	0.046166	1.153
OR5K4	1.4436e-06	1.862
OR5L1	0.29275	1.892
OR5M1	0.29773	1.888
OR5M11	0.46654	1.578
OR5M3	0.33177	1.851
OR5P2	0.021659	1.935
OR5P3	0.3978	1.744
OR5T1	0.00062988	1.817
OR5T2	0.00014417	1.417
OR5T3	4.8707e-05	1.462
OR5V1	0.32104	1.863
OR6A2	0.080381	0.952
OR6B1	8.0173e-06	1.362
OR6C1	0.29297	1.892
OR6C2	0.31491	1.87
OR6C3	0.11111	1.939
OR6C4	8.6139e-09	1.777
OR6C74	0.02032	1.939
OR6C75	0.37695	1.784
OR6K2	0.00015908	1.944
OR6M1	0.29411	1.891
OR6N2	0.29773	1.888
OR6P1	1.0971e-05	1.724
OR6Q1	0.11106	1.807
OR6S1	0.31807	1.867
OR6T1	0.33888	1.842
OR6V1	0.0022305	1.211
OR6X1	0.36498	1.804
OR6Y1	0.0021239	1.756
OR7A10	0.33697	1.844
OR7A17	0.29366	1.891
OR7A5	0.11217	1.938
OR7C2	0.32919	1.854
OR7D2	0.1057	1.943
OR7D4	0.29804	1.887
OR7E24	0.32975	1.853
OR7G2	0.30261	1.883
OR8A1	0.44808	0.752
OR8B12	0.062946	1.917
OR8B2	0.33067	1.852
OR8B3	0.29296	1.892
OR8B4	0.028509	1.911
OR8B8	0.0027116	1.307
OR8G5	0.11234	1.938
OR8H1	0.34084	1.839
OR8U1	0.085517	1.633
OR9A2	0.00028395	1.114
OR9A4	8.1061e-06	1.361
OR9G1	3.6735e-10	1.927
OR9G4	1.0554e-07	1.59
OR9I1	0.0042798	1.222
OR9K2	2.4281e-06	1.805
OR9Q1	0.16876	1.318
OR9Q2	6.7591e-06	1.652
ORAI2	0.0082549	1.028
ORAI3	4.4843e-06	1.572
ORC1	8.5922e-10	0.719
ORC2	0.58481	0.649
ORC3	0.0034937	1.259
ORC4	0.0050398	1.532
ORC5	0.61898	0.747
ORC6	1.3973e-10	1.784
ORM1	0.0017058	0.999
ORM2	3.3048e-05	1.062
ORMDL1	0.012706	1.152
ORMDL2	0.00069964	1.281
ORMDL3	0.16547	0.912
OS9	8.3961e-13	0.891
OSBP	1.0	0.394
OSBP2	5.1782e-16	0.893
OSBPL10	2.7662e-09	0.755
OSBPL11	0.99263	0.48
OSBPL1A	1.0698e-12	0.761
OSBPL2	0.99659	0.467
OSBPL3	8.6411e-08	0.735
OSBPL5	2.1817e-18	0.882
OSBPL6	0.99304	0.475
OSBPL7	2.5065e-11	0.706
OSBPL8	0.017381	0.597
OSBPL9	0.99996	0.415
OSCAR	2.2293e-09	1.425
OSCP1	4.7894e-09	0.97
OSER1	0.018709	0.936
OSGEP	1.4701e-09	1.123
OSGEPL1	4.4549e-06	0.944
OSGIN1	6.647e-08	1.434
OSGIN2	0.99534	0.454
OSM	0.55327	0.917
OSMR	9.5168e-20	0.927
OSR1	0.98054	0.466
OSR2	0.66415	0.658
OST4	0.027263	1.916
OSTC	0.00048532	1.501
OSTF1	0.019356	1.942
OSTM1	2.6526e-05	1.425
OSTN	0.014535	1.456
OTOA	8.5242e-16	0.822
OTOF	5.4095e-65	1.017
OTOG	1.5276e-96	1.091
OTOGL	3.7714999999999996e-65	1.069
OTOL1	4.5485e-11	1.525
OTOP1	6.9015e-25	1.631
OTOP2	5.0848e-13	1.149
OTOP3	5.9693e-12	1.05
OTOR	0.00047268	1.698
OTOS	5.8315e-06	1.676
OTP	0.59316	0.726
OTUB1	0.91903	0.55
OTUB2	0.0006201	1.035
OTUD1	0.00034806	1.03
OTUD3	0.0029379	0.836
OTUD4	1.0	0.296
OTUD6B	1.4689e-06	1.478
OTUD7A	1.0	0.216
OTUD7B	0.87046	0.526
OTULIN	0.14159	0.667
OTULINL	2.3018e-14	1.212
OTX1	0.97418	0.508
OTX2	0.9998	0.324
OVCA2	3.314e-10	1.879
OVCH2	4.7196e-31	1.512
OVGP1	0.0002829	0.784
OVOL1	0.007955	0.871
OVOL2	0.00024182	1.218
OVOL3	4.4035e-09	1.633
OXA1L	9.4745e-11	1.022
OXCT1	0.96509	0.521
OXGR1	1.2165e-06	1.504
OXLD1	2.9748e-06	1.943
OXNAD1	1.1721e-11	1.418
OXR1	0.99064	0.482
OXSM	7.5929e-05	0.956
OXSR1	0.91366	0.573
OXT	2.0081e-06	1.913
OXTR	3.1729e-07	1.278
P2RX1	1.3244e-12	1.081
P2RX2	1.1818e-17	1.276
P2RX3	3.0196e-11	1.041
P2RX4	2.3455e-11	1.08
P2RX5	1.4475e-11	1.071
P2RX6	4.5257e-26	1.531
P2RX7	4.3245e-13	0.958
P2RY1	0.0020437	0.933
P2RY11	0.0050183	1.905
P2RY12	0.082724	1.16
P2RY13	0.61354	1.133
P2RY14	0.0012867	1.848
P2RY2	0.13659	1.917
P2RY6	1.5235e-08	1.6
P3H1	2.1581999999999997e-22	1.049
P3H2	3.7084000000000005e-19	1.249
P3H3	3.0753e-22	1.232
P3H4	2.5673e-15	1.174
P3R3URF	0.017658	1.398
P4HA1	0.98488	0.429
P4HA2	2.73e-06	0.841
P4HA3	5.9514e-14	1.019
P4HB	0.65156	0.561
P4HTM	1.2041e-06	0.815
PA2G4	1.0	0.231
PAAF1	9.913e-10	1.145
PABIR1	0.98981	0.407
PABPC1	1.0	0.119
PABPC1L	0.028055	0.608
PABPC3	2.3246e-15	1.306
PABPC4	1.0	0.311
PABPC4L	0.046094	1.943
PABPN1	0.99939	0.369
PACC1	1.4301e-09	1.087
PACRG	3.7175e-10	1.301
PACRGL	1.4703e-08	1.501
PACS1	1.0	0.3
PACS2	0.33356	0.561
PACSIN1	0.99961	0.425
PACSIN2	0.88079	0.524
PACSIN3	1.4588e-07	0.847
PADI1	1.911e-16	1.087
PADI2	1.2121e-18	1.325
PADI3	6.5376e-12	0.9
PADI4	2.3688e-10	1.012
PADI6	2.6604e-18	0.995
PAEP	1.0089e-11	1.655
PAF1	0.023941	0.596
PAFAH1B1	1.0	0.1
PAFAH1B2	0.72615	0.671
PAFAH1B3	0.00022528	1.012
PAFAH2	8.8135e-11	1.118
PAG1	2.0274e-05	1.048
PAGR1	3.711e-08	1.605
PAH	9.094700000000001e-20	1.265
PAICS	0.39724	0.772
PAIP1	0.00086998	1.757
PAIP2	0.55472	1.311
PAIP2B	0.00043025	1.527
PAK1	0.05959	0.705
PAK1IP1	0.00015912	1.276
PAK2	0.83414	0.662
PAK5	1.0	0.329
PALB2	1.2379000000000001e-19	0.9
PALD1	4.9448e-10	0.751
PALLD	1.3451e-05	0.644
PALM	0.0015446	0.955
PALM3	1.3748e-08	1.275
PALMD	3.6804e-05	0.963
PALS1	0.0085292	0.647
PALS2	0.017152	0.638
PAM	0.00064172	0.863
PAM16	0.007929	1.033
PAMR1	2.4564e-23	1.274
PAN2	1.6351e-06	0.594
PAN3	1.0	0.262
PANK1	0.0068689	0.816
PANK2	4.521e-11	1.115
PANK3	0.021732	0.754
PANK4	0.00040408	0.66
PANX1	1.1418e-06	0.983
PANX2	1.1548e-09	1.279
PANX3	0.00066338	0.833
PAOX	5.4296e-13	1.292
PAPLN	1.5708e-51	1.182
PAPOLA	1.0	0.213
PAPOLB	9.5374e-06	1.055
PAPOLG	0.99638	0.471
PAPPA	0.99667	0.467
PAPPA2	1.3615e-05	0.549
PAPSS1	4.8893e-10	0.984
PAPSS2	6.3954e-14	1.141
PAQR3	1.4395e-12	1.17
PAQR4	4.1625e-11	1.708
PAQR5	0.010978	0.789
PAQR6	1.3398e-11	1.254
PAQR7	0.0077009	0.839
PAQR8	0.00020347	0.972
PAQR9	0.025069	0.824
PARD3	3.7908e-06	0.61
PARD3B	9.037999999999999e-21	0.912
PARD6A	7.3702e-08	1.522
PARD6B	0.5539	0.916
PARD6G	0.010928	1.542
PARG	0.96455	0.521
PARK7	0.0013008	1.025
PARL	1.8076e-08	1.254
PARM1	0.0035532	0.987
PARN	0.002465	0.918
PARP1	0.99942	0.454
PARP10	3.3075e-14	0.91
PARP11	1.9058e-08	1.061
PARP12	5.4256e-17	1.022
PARP14	0.99997	0.434
PARP15	2.6998e-13	0.953
PARP16	4.8641e-10	1.185
PARP2	3.2864e-11	1.037
PARP3	7.8457e-13	1.001
PARP4	1.2271e-13	0.786
PARP6	0.99857	0.451
PARP8	0.0044416	0.606
PARP9	9.0986e-10	0.821
PARPBP	0.00030809	1.6
PARS2	8.5003e-06	0.977
PARVA	0.18884	0.679
PARVB	1.505e-08	1.268
PARVG	5.0676e-10	1.037
PASK	1.5221e-32	1.03
PATE1	1.7504e-10	1.913
PATE2	0.0071272	1.137
PATE3	0.015278	1.689
PATE4	1.8812e-06	1.917
PATJ	2.4724e-20	0.841
PATL1	1.0	0.395
PATL2	3.9477e-23	1.163
PATZ1	0.99999	0.331
PAWR	0.00041854	1.945
PAX1	0.00067656	0.86
PAX2	0.99743	0.451
PAX3	0.99985	0.409
PAX4	1.3428e-09	1.056
PAX5	0.99992	0.361
PAX6	1.0	0.226
PAX7	0.97674	0.504
PAX8	0.99965	0.415
PAX9	0.99608	0.435
PAXBP1	0.99979	0.443
PAXIP1	1.0	0.275
PAXX	8.4169e-10	1.514
PBK	0.43364	1.057
PBLD	4.0552e-05	0.998
PBOV1	0.12331	1.929
PBX1	1.0	0.212
PBX2	0.99974	0.399
PBX3	0.99981	0.356
PBX4	1.1107e-07	1.079
PBXIP1	2.8842e-24	1.184
PC	0.065118	0.539
PCARE	1.0024999999999999e-21	1.032
PCBD1	1.3794e-05	1.685
PCBD2	0.0013078	1.303
PCBP1	0.99985	0.156
PCBP2	1.0	0.139
PCBP3	0.030803	0.703
PCBP4	0.0010909	0.722
PCCA	4.8464e-05	0.986
PCCB	0.00011332	0.843
PCDH1	0.99937	0.448
PCDH10	1.0	0.297
PCDH12	2.2416e-08	0.752
PCDH15	8.4349e-24	0.819
PCDH17	0.99988	0.425
PCDH18	6.7426e-05	0.673
PCDH8	2.3378e-11	1.146
PCDH9	0.99993	0.409
PCDHA1	1.5523e-09	0.849
PCDHA10	2.6816e-11	0.912
PCDHA11	9.6197e-18	1.031
PCDHA12	2.8611e-11	0.928
PCDHA13	3.568e-15	1.001
PCDHA2	3.3883e-17	1.054
PCDHA3	1.0716e-08	0.813
PCDHA4	2.3389e-13	0.976
PCDHA5	4.2578e-10	0.868
PCDHA6	3.6154e-16	1.09
PCDHA7	3.4728e-08	0.857
PCDHA8	2.1256e-15	1.036
PCDHA9	1.0356000000000001e-20	1.229
PCDHAC1	7.3464e-10	0.869
PCDHAC2	0.98068	0.496
PCDHB1	6.2744e-15	1.231
PCDHB10	0.12112	1.931
PCDHB11	0.29959	1.886
PCDHB12	0.29275	1.892
PCDHB13	0.11322	1.937
PCDHB14	0.055839	1.929
PCDHB15	0.34754	1.83
PCDHB2	0.29297	1.892
PCDHB3	0.29912	1.886
PCDHB4	0.11829	1.933
PCDHB5	0.32512	1.859
PCDHB7	0.32919	1.854
PCDHB8	0.13135	1.922
PCDHB9	0.32296	1.861
PCDHGA1	6.3842e-05	0.708
PCDHGA10	4.6437e-09	0.85
PCDHGA11	3.8701e-08	0.808
PCDHGA12	3.0473e-10	0.877
PCDHGA2	7.615e-09	0.836
PCDHGA3	5.0749e-09	0.847
PCDHGA4	3.3513e-09	0.894
PCDHGA5	3.1172e-07	0.794
PCDHGA6	4.7768e-09	0.834
PCDHGA7	4.7292e-11	0.913
PCDHGA8	6.8147e-11	0.903
PCDHGA9	2.0149e-06	0.737
PCDHGB1	1.7422e-06	0.775
PCDHGB2	5.3408e-17	1.103
PCDHGB3	8.4384e-09	0.833
PCDHGB4	7.1498e-08	0.835
PCDHGB5	1.3211e-13	1.015
PCDHGB6	1.3734e-14	1.022
PCDHGB7	2.3595e-05	0.711
PCDHGC3	0.2063	0.576
PCDHGC4	1.0	0.363
PCDHGC5	0.38545	0.564
PCED1A	0.013378	0.693
PCED1B	0.12088	1.931
PCGF1	0.99754	0.446
PCGF2	0.99687	0.443
PCGF5	0.98799	0.479
PCGF6	0.0001191	1.012
PCID2	8.1105e-05	1.174
PCIF1	1.0	0.229
PCK1	6.458e-13	1.109
PCK2	1.2732e-16	1.057
PCLAF	0.014648	1.127
PCLO	1.0	0.191
PCM1	2.9881e-12	0.7
PCMT1	0.72993	0.717
PCMTD1	0.99682	0.443
PCMTD2	0.014589	0.865
PCNA	0.99498	0.42
PCNP	0.42966	0.852
PCNT	1.9599e-84	0.943
PCNX1	1.0	0.408
PCNX2	6.6644e-41	0.866
PCNX3	1.0	0.395
PCNX4	1.3206999999999998e-28	1.056
PCOLCE	7.4317e-09	1.074
PCOLCE2	0.0004647	1.063
PCP2	3.1009e-10	1.933
PCP4	0.11608	1.495
PCP4L1	0.00021692	1.838
PCSK1	3.1448e-06	0.709
PCSK2	1.0	0.249
PCSK5	2.8247e-16	0.724
PCSK6	7.117100000000001e-20	0.909
PCSK7	9.311e-07	0.881
PCSK9	1.1172e-20	1.25
PCTP	4.9065e-07	1.508
PCYOX1	2.4721e-12	1.403
PCYOX1L	6.1124e-13	1.174
PCYT1A	0.019229	0.934
PCYT2	2.7339e-08	0.903
PDAP1	0.0035503	0.934
PDC	0.00064098	1.814
PDCD1	0.029638	0.891
PDCD10	0.6364	0.924
PDCD11	1.0676e-07	0.573
PDCD1LG2	1.2809e-10	1.516
PDCD2	1.656e-13	1.743
PDCD2L	9.5048e-12	1.374
PDCD4	0.0012743	1.671
PDCD5	2.5921e-07	1.837
PDCD6	0.17294	0.847
PDCD6IP	0.18774	0.583
PDCD7	2.4442e-14	1.459
PDCL	0.44049	0.651
PDCL2	0.0069177	1.267
PDCL3	1.1018e-07	1.234
PDE10A	0.99932	0.427
PDE11A	2.8852e-08	1.118
PDE12	0.0001511	0.757
PDE1B	0.99998	0.377
PDE1C	1.1021e-09	0.843
PDE2A	0.015822	0.564
PDE3A	3.0362e-05	0.763
PDE3B	6.909e-09	0.955
PDE4A	0.99976	0.434
PDE4B	0.99999	0.374
PDE4D	0.9999	0.403
PDE5A	0.0064875	0.704
PDE6A	5.867e-17	0.888
PDE6B	7.352900000000001e-27	1.238
PDE6C	3.3177e-14	0.976
PDE6D	0.22718	1.027
PDE6G	0.00062873	1.446
PDE6H	0.005109	1.904
PDE7A	0.0019011	1.238
PDE7B	0.19231	0.792
PDE8A	0.030488	0.631
PDE8B	1.0	0.351
PDE9A	6.3141e-10	1.092
PDF	9.7694e-17	1.984
PDGFB	0.98841	0.473
PDGFC	0.97589	0.339
PDGFD	5.6513e-07	0.926
PDGFRA	1.0	0.264
PDGFRB	0.93843	0.504
PDGFRL	1.4276e-15	1.639
PDHA2	0.52437	1.406
PDHB	0.78728	0.586
PDHX	0.0014274	0.797
PDIA2	3.7197e-32	1.762
PDIA3	0.99706	0.426
PDIA4	0.00086438	0.667
PDIA5	2.9173e-09	0.898
PDIA6	0.38281	0.619
PDIK1L	0.91865	0.554
PDILT	7.6165e-12	0.992
PDK1	7.8521e-05	1.268
PDK2	1.9791e-07	0.92
PDK4	0.0037822	1.244
PDLIM1	1.4863e-05	1.072
PDLIM3	9.9167e-07	1.071
PDLIM4	0.00084434	0.956
PDLIM5	0.014722	0.907
PDLIM7	4.1395e-08	0.91
PDP1	0.93914	0.532
PDP2	9.2777e-07	0.961
PDPK1	0.9997	0.333
PDPN	0.7337	0.689
PDPR	4.2047e-10	0.826
PDRG1	4.4277e-05	1.348
PDS5A	0.95998	0.52
PDS5B	0.98231	0.498
PDSS1	5.7001e-07	1.163
PDSS2	0.0040573	0.818
PDX1	0.0033698	1.642
PDXDC1	0.00080327	0.634
PDXK	0.77098	0.597
PDXP	2.6827e-07	1.912
PDYN	0.49225	0.769
PDZD2	0.99236	0.467
PDZD3	9.8491e-18	1.253
PDZD7	2.6172999999999998e-21	1.057
PDZD8	1.0	0.251
PDZD9	0.00020243	1.242
PDZK1	5.3627e-07	1.391
PDZK1IP1	0.0069255	1.141
PDZRN3	0.3861	0.591
PDZRN4	2.4936e-12	0.894
PEA15	0.99602	0.24
PEAK1	0.1001	0.522
PEAK3	1.1361e-08	1.915
PEAR1	1.4395e-34	1.051
PEBP1	0.0039754	1.124
PEBP4	3.5887e-07	1.266
PECR	1.0018e-05	1.739
PEDS1	0.22544	0.669
PEF1	0.0045304	0.787
PEG3	3.7251e-05	0.868
PELI1	0.9107	0.558
PELI2	0.0003422	0.84
PELI3	0.0036031	0.74
PELO	3.5257e-05	1.008
PELP1	0.1841	0.567
PEMT	2.4786e-06	1.31
PENK	3.4109e-09	1.388
PEPD	1.1194e-08	1.132
PER1	1.6085e-20	0.839
PER2	6.8266e-08	0.67
PER3	1.1791e-17	1.009
PERP	0.0046942	1.022
PES1	0.50236	0.544
PET100	9.3657e-06	1.597
PET117	0.021293	1.821
PEX1	3.6437e-11	0.746
PEX10	9.5794e-11	1.234
PEX11A	0.00011266	1.461
PEX11B	0.00040379	1.077
PEX11G	3.5763e-09	1.554
PEX12	2.7901e-10	1.218
PEX13	2.8784e-07	1.159
PEX14	0.90733	0.542
PEX16	9.9638e-10	0.957
PEX19	1.7331e-08	1.066
PEX2	1.7994e-05	1.057
PEX26	0.00037786	0.893
PEX3	0.11603	0.972
PEX5	2.1956e-09	0.768
PEX5L	0.89353	0.528
PEX6	1.1594e-11	0.799
PEX7	0.0018388	0.941
PF4	4.7815e-05	1.899
PF4V1	0.044031	1.342
PFAS	2.7139000000000003e-19	0.777
PFDN1	0.090008	1.861
PFDN2	0.63491	0.686
PFDN4	0.34682	1.831
PFDN5	0.0052641	1.748
PFDN6	0.90338	0.579
PFKFB2	4.0523e-12	0.991
PFKFB3	0.0053351	0.618
PFKFB4	5.8999e-09	0.915
PFKL	8.2778e-20	1.028
PFKM	9.8978e-10	0.774
PFKP	3.0419e-26	1.286
PFN1	0.98025	0.324
PFN2	0.0038247	1.398
PFN3	0.00098062	1.883
PFN4	0.011404	1.318
PGA3	0.9002	0.509
PGA5	1.5257e-07	1.665
PGAM1	3.6445e-07	1.343
PGAM2	1.3381e-08	1.421
PGAM5	3.1519e-09	1.395
PGAP1	0.020573	0.691
PGAP2	0.00010679	0.871
PGAP3	9.5295e-10	1.147
PGAP4	0.38151	0.65
PGAP6	1.9714e-20	1.19
PGBD1	6.1657e-07	1.017
PGBD2	0.011675	1.522
PGBD4	0.019931	1.94
PGBD5	0.99841	0.444
PGC	3.9342e-08	0.991
PGD	0.84096	0.552
PGF	0.14869	0.783
PGGHG	3.6333e-20	1.063
PGGT1B	0.00090483	1.372
PGK2	0.0049312	1.763
PGLS	1.0959e-08	1.638
PGLYRP1	9.3441e-07	1.425
PGLYRP2	1.4129e-11	1.135
PGLYRP3	5.3904e-15	1.347
PGLYRP4	1.0911e-10	1.274
PGM1	6.9806e-17	1.189
PGM2	1.06e-06	1.172
PGM2L1	0.00095241	0.665
PGM3	1.368e-07	0.962
PGM5	0.015352	0.701
PGP	0.0085094	1.109
PGPEP1	1.9708e-05	1.251
PGPEP1L	0.0014701	1.827
PGR	0.72139	0.554
PGRMC2	0.62284	0.848
PGS1	4.6959e-11	0.998
PHACTR1	1.0	0.336
PHACTR2	0.31485	0.599
PHACTR3	1.0	0.302
PHACTR4	3.0235e-10	0.894
PHAF1	0.20176	0.596
PHAX	3.2843e-08	1.11
PHB	0.44401	0.664
PHB2	0.16626	0.648
PHC1	1.0	0.322
PHC2	0.98064	0.492
PHC3	1.0	0.185
PHETA1	0.019357	1.942
PHETA2	0.00049288	1.937
PHF1	1.0	0.338
PHF10	0.0021125	0.93
PHF11	0.054448	1.931
PHF12	1.0	0.115
PHF13	0.99998	0.183
PHF14	0.025917	0.671
PHF19	0.99528	0.473
PHF2	1.0	0.329
PHF20	1.0	0.249
PHF20L1	0.22922	0.645
PHF21A	1.0	0.149
PHF21B	0.01104	0.676
PHF23	1.0	0.176
PHF3	1.0	0.301
PHF5A	0.99864	0.205
PHF7	0.29413	0.682
PHGDH	4.456e-14	1.155
PHGR1	0.1286	1.446
PHIP	1.0	0.246
PHKB	1.2179e-07	0.792
PHKG1	3.3395e-16	1.314
PHKG2	5.9391e-07	0.876
PHLDA2	0.015658	1.681
PHLDA3	3.1822e-06	1.94
PHLDB1	6.4246e-06	0.604
PHLDB2	6.546e-12	0.717
PHLDB3	1.4327e-34	1.434
PHLPP1	0.22192	0.546
PHLPP2	2.9721e-07	0.684
PHOSPHO1	0.024147	1.311
PHOSPHO2	6.2812e-05	1.298
PHOX2A	4.5911e-06	1.844
PHOX2B	0.99227	0.349
PHPT1	2.1909e-06	1.546
PHRF1	0.0003517	0.573
PHTF1	1.4289e-09	0.993
PHYH	1.4384e-06	1.147
PHYHD1	5.4777e-14	1.209
PHYHIP	0.98398	0.479
PHYHIPL	0.99612	0.424
PHYKPL	6.732e-12	1.02
PI15	0.0017086	1.599
PI16	1.1496e-11	1.22
PI3	0.065968	1.445
PI4K2B	1.3012e-07	1.456
PI4KA	1.9549e-06	0.548
PI4KB	0.99993	0.421
PIANP	0.00069196	1.025
PIAS1	1.0	0.138
PIAS2	1.0	0.316
PIAS3	3.5277e-05	0.703
PIAS4	1.0	0.249
PIBF1	1.0889e-07	1.235
PICALM	0.74557	0.647
PICK1	0.00025502	0.77
PID1	0.042908	0.905
PIDD1	4.3995e-26	1.237
PIEZO1	3.0062e-100	1.17
PIEZO2	2.1757e-15	0.563
PIF1	4.786200000000001e-25	1.415
PIFO	2.084e-05	1.166
PIGB	0.00032992	1.098
PIGC	0.00095682	0.996
PIGF	0.67844	0.865
PIGG	9.856e-20	1.11
PIGH	0.00031596	1.778
PIGK	0.011288	1.915
PIGL	9.8416e-05	1.239
PIGM	0.0073014	0.975
PIGN	1.5077e-09	1.46
PIGO	1.7784e-16	0.89
PIGP	1.2246e-06	1.937
PIGQ	6.7802e-18	1.295
PIGR	0.99972	0.438
PIGS	4.9218e-06	0.76
PIGT	1.0109e-16	1.084
PIGU	0.033044	0.675
PIGV	1.771e-06	0.902
PIGW	2.9002e-05	0.88
PIGX	0.012884	1.737
PIGY	0.08398	1.641
PIGZ	3.7922e-07	1.431
PIH1D1	3.2174e-07	1.017
PIH1D2	6.2618e-08	1.163
PIK3AP1	1.0	0.34
PIK3C2A	0.0030616	0.634
PIK3C2B	2.1138e-05	0.557
PIK3C2G	4.0809e-17	1.233
PIK3C3	7.9249e-11	1.003
PIK3CA	1.0	0.221
PIK3CB	1.0	0.319
PIK3CD	1.0	0.23
PIK3CG	6.0779e-06	0.656
PIK3IP1	1.7049e-10	1.419
PIK3R1	1.0	0.363
PIK3R2	1.6831e-07	0.76
PIK3R3	1.6966e-09	1.535
PIK3R4	1.0	0.362
PIK3R5	0.99972	0.442
PIK3R6	1.1980000000000001e-34	1.37
PIKFYVE	1.2773e-06	0.523
PILRA	2.7982e-13	1.425
PILRB	2.3385e-07	1.307
PIM1	0.99777	0.439
PIM3	0.001655	1.002
PIMREG	7.0424e-06	1.134
PIN1	0.02169	1.176
PINK1	3.1236e-21	1.314
PINX1	2.2528e-07	1.921
PIP	0.31069	1.26
PIP4K2A	0.74237	0.623
PIP4K2B	0.99998	0.224
PIP4K2C	0.014385	0.718
PIP4P1	0.099363	0.697
PIP4P2	0.0020536	0.828
PIP5K1A	0.00026847	0.753
PIP5K1B	0.00042217	0.887
PIP5K1C	5.8101e-08	0.752
PIP5KL1	2.7093000000000003e-19	1.724
PIPOX	1.3966e-12	1.108
PIRT	0.010608	1.551
PISD	9.6102e-08	0.979
PITHD1	0.057679	1.776
PITPNA	0.98739	0.481
PITPNB	0.21658	1.807
PITPNC1	0.75545	0.659
PITPNM1	4.5569e-14	0.737
PITPNM2	1.0	0.36
PITPNM3	1.0	0.354
PITRM1	1.0799e-20	0.997
PITX1	0.88196	0.575
PITX2	0.99745	0.41
PITX3	0.76933	0.691
PIWIL1	2.1889e-11	0.788
PIWIL2	1.3546e-05	0.804
PIWIL3	4.2474e-33	1.114
PIWIL4	1.7672e-08	0.722
PJA2	0.99319	0.48
PJVK	2.6728e-09	1.174
PKD1	1.0	0.364
PKD1L1	1.6951e-50	0.793
PKD1L3	2.1884e-83	1.364
PKD2	0.00018979	0.683
PKD2L1	9.7818e-19	1.003
PKD2L2	0.0022459	1.11
PKDCC	2.0364e-10	1.15
PKDREJ	0.2499	1.741
PKHD1	2.8316e-48	0.783
PKHD1L1	8.1712e-97	1.054
PKIA	0.35878	1.475
PKIB	0.4773	1.002
PKIG	0.54027	1.079
PKLR	2.6449e-09	0.901
PKM	0.96144	0.515
PKMYT1	2.6711e-10	1.136
PKN1	9.6963e-11	0.746
PKN2	0.99967	0.428
PKN3	6.813200000000001e-25	0.987
PKNOX1	0.78042	0.595
PKNOX2	0.99996	0.391
PKP1	0.97273	0.499
PKP2	1.2177e-19	1.105
PKP3	2.2878e-24	1.314
PKP4	1.7627e-13	0.752
PLA1A	3.9925e-07	1.135
PLA2G10	0.00034248	1.895
PLA2G12A	0.0026239	1.314
PLA2G12B	1.3261e-06	1.292
PLA2G15	0.0029051	0.766
PLA2G1B	0.0001946	1.365
PLA2G2C	1.1677e-05	1.424
PLA2G2D	1.4645e-07	1.886
PLA2G2E	6.8469e-05	1.287
PLA2G2F	9.9525e-05	1.484
PLA2G3	1.0909e-10	0.967
PLA2G4A	0.18985	0.89
PLA2G4B	3.9724e-51	1.471
PLA2G4C	3.6305e-12	1.129
PLA2G4D	4.4939000000000004e-24	1.041
PLA2G4F	1.8096e-37	1.236
PLA2G5	0.0065224	1.057
PLA2G6	1.434e-15	0.972
PLA2G7	1.0514e-10	1.533
PLA2R1	1.8762e-20	1.0
PLAA	0.0023759	0.678
PLAAT1	0.00023117	1.224
PLAAT2	0.00038465	1.551
PLAAT3	4.8737e-06	1.838
PLAAT4	1.7101e-05	1.496
PLAAT5	7.9387e-10	1.612
PLAC8	0.31983	1.046
PLAC8L1	0.00024229	1.132
PLAC9	9.3039e-05	1.667
PLAG1	0.99959	0.373
PLAGL1	0.57692	1.017
PLAGL2	0.99102	0.469
PLAT	6.0806e-07	0.804
PLAU	2.192e-07	0.852
PLAUR	8.8029e-05	0.911
PLB1	7.1555e-75	1.114
PLBD1	1.1452e-16	1.227
PLBD2	3.2266e-15	1.045
PLCB1	1.0	0.357
PLCB2	4.854e-28	0.962
PLCB3	0.99465	0.468
PLCB4	0.97247	0.509
PLCD1	1.642e-19	0.954
PLCD3	7.4682e-21	1.173
PLCD4	1.2999e-13	0.803
PLCE1	3.8869e-10	0.564
